,Open_time,Open,High,Low,Close,Volume,Close_time,Quote asset volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Ignore
37,1547980500000,0.008868,0.008873,0.008845,0.008852,772.56,1547980559999,6.84380238,71,204.44,1.81317551,0
38,1547980560000,0.008856,0.008856,0.00884,0.008846,351.62,1547980619999,3.11071535,58,110.36,0.9767368,0
39,1547980620000,0.008849,0.008849,0.008842,0.008846,143.9,1547980679999,1.27290748,29,64.98,0.57482894,0
40,1547980680000,0.008843,0.008848,0.008843,0.008846,136.33,1547980739999,1.20585257,16,112.61,0.99606746,0
41,1547980740000,0.008847,0.008852,0.008846,0.00885,32.76,1547980799999,0.28990146,13,30.08,0.26618502,0
42,1547980800000,0.00885,0.00885,0.008838,0.008845,294.53,1547980859999,2.60462259,34,17.51,0.15494498,0
43,1547980860000,0.008841,0.008849,0.008839,0.008847,155.27,1547980919999,1.37306123,19,86.75,0.76731235,0
44,1547980920000,0.008847,0.008849,0.008844,0.008847,30.85,1547980979999,0.27289193,8,21.09,0.18657449,0
45,1547980980000,0.008847,0.008849,0.008846,0.008847,16.0,1547981039999,0.14154437,13,16.0,0.14154437,0
46,1547981040000,0.008847,0.008848,0.008843,0.008843,41.23,1547981099999,0.36466044,11,16.33,0.14443784,0
47,1547981100000,0.00884,0.008846,0.008832,0.008844,285.82,1547981159999,2.52763336,35,222.2,1.96529344,0
48,1547981160000,0.00884,0.008845,0.008837,0.008843,48.08,1547981219999,0.42507493,12,32.72,0.28928838,0
49,1547981220000,0.008843,0.008843,0.008828,0.008829,134.12,1547981279999,1.18446247,28,21.49,0.18982165,0
50,1547981280000,0.008829,0.008841,0.008829,0.008841,31.92,1547981339999,0.28190947,6,9.73,0.08595707,0
51,1547981340000,0.00884,0.00884,0.008822,0.008836,150.08,1547981399999,1.32491898,28,31.67,0.2798537,0
52,1547981400000,0.008839,0.008839,0.008836,0.008837,68.86,1547981459999,0.6085522,11,42.44,0.37509123,0
53,1547981460000,0.008831,0.008837,0.008824,0.008837,89.24,1547981519999,0.78805674,19,15.26,0.13483667,0
54,1547981520000,0.008835,0.008838,0.00883,0.008832,79.65,1547981579999,0.70364013,26,27.25,0.24075614,0
55,1547981580000,0.008834,0.008835,0.00883,0.008835,44.14,1547981639999,0.38989992,10,18.36,0.16219104,0
56,1547981640000,0.008836,0.00886,0.008836,0.008854,153.82,1547981699999,1.36043859,29,117.21,1.03626388,0
57,1547981700000,0.008854,0.008861,0.008854,0.008855,52.64,1547981759999,0.46625574,14,40.11,0.35530501,0
58,1547981760000,0.008849,0.008858,0.008849,0.008854,53.13,1547981819999,0.47042646,11,43.72,0.38715122,0
59,1547981820000,0.008852,0.008852,0.008845,0.008852,32.03,1547981879999,0.28339325,10,30.61,0.27082625,0
60,1547981880000,0.008853,0.008853,0.008841,0.008841,21.68,1547981939999,0.19182138,9,21.68,0.19182138,0
61,1547981940000,0.008838,0.008846,0.008838,0.00884,107.58,1547981999999,0.95095634,11,93.06,0.82260807,0
62,1547982000000,0.008837,0.008848,0.008837,0.008844,24.86,1547982059999,0.21977875,23,21.28,0.18813405,0
63,1547982060000,0.008839,0.008844,0.008837,0.008837,122.22,1547982119999,1.08031132,11,106.04,0.93726566,0
64,1547982120000,0.008843,0.008849,0.008839,0.008842,67.75,1547982179999,0.59908346,25,25.36,0.22426002,0
65,1547982180000,0.008842,0.008847,0.008836,0.008836,45.0,1547982239999,0.39788991,15,5.68,0.05024223,0
66,1547982240000,0.008838,0.008839,0.008838,0.008839,15.43,1547982299999,0.13637634,3,0.0,0.0,0
67,1547982300000,0.00884,0.008845,0.008837,0.008839,44.33,1547982359999,0.39184964,8,5.01,0.04430946,0
68,1547982360000,0.008842,0.008848,0.008841,0.008841,80.61,1547982419999,0.71290565,17,49.5,0.43784232,0
69,1547982420000,0.008839,0.008846,0.008839,0.008843,36.94,1547982479999,0.32662508,10,21.33,0.18862308,0
70,1547982480000,0.008845,0.008845,0.008835,0.008843,49.71,1547982539999,0.43952625,9,16.7,0.14767586,0
71,1547982540000,0.008837,0.008844,0.008835,0.008835,39.93,1547982599999,0.35294852,13,15.95,0.141005,0
72,1547982600000,0.008842,0.008844,0.008835,0.008837,38.75,1547982659999,0.34251349,10,27.85,0.24617851,0
73,1547982660000,0.008836,0.008844,0.008836,0.008844,31.13,1547982719999,0.27518215,11,12.96,0.11457064,0
74,1547982720000,0.008838,0.008843,0.008836,0.008836,19.21,1547982779999,0.16978464,5,0.34,0.00300662,0
75,1547982780000,0.008837,0.008843,0.008837,0.008843,46.15,1547982839999,0.40798513,8,32.1,0.28379398,0
76,1547982840000,0.008842,0.008842,0.008828,0.008841,229.41,1547982899999,2.02631434,20,9.63,0.08513793,0
77,1547982900000,0.008838,0.008842,0.008831,0.008841,36.15,1547982959999,0.31945682,15,20.76,0.18347515,0
78,1547982960000,0.008837,0.00884,0.008833,0.008835,31.77,1547983019999,0.28069473,9,14.02,0.12388734,0
79,1547983020000,0.008836,0.008836,0.008833,0.008836,24.79,1547983079999,0.2190254,12,17.81,0.1573681,0
80,1547983080000,0.008836,0.008841,0.008833,0.008839,80.28,1547983139999,0.70941067,15,66.66,0.58903813,0
81,1547983140000,0.008838,0.008838,0.008835,0.008835,26.21,1547983199999,0.23159088,6,12.91,0.11408538,0
82,1547983200000,0.008836,0.008845,0.008835,0.008839,31.32,1547983259999,0.27683207,18,17.91,0.15832507,0
83,1547983260000,0.008839,0.008849,0.008839,0.008846,12.3,1547983319999,0.10881966,5,8.73,0.07724637,0
84,1547983320000,0.00884,0.008845,0.008813,0.008842,520.97,1547983379999,4.59962644,48,82.41,0.72789428,0
85,1547983380000,0.008841,0.008841,0.008837,0.008838,27.5,1547983439999,0.24307849,8,13.16,0.11634756,0
86,1547983440000,0.008839,0.008847,0.008835,0.008841,178.61,1547983499999,1.5791188,23,166.71,1.47396359,0
87,1547983500000,0.008835,0.008846,0.008831,0.008842,23.21,1547983559999,0.20512447,13,7.61,0.06728692,0
88,1547983560000,0.008836,0.008842,0.008833,0.008837,26.11,1547983619999,0.23075743,6,12.39,0.10953747,0
89,1547983620000,0.00884,0.008846,0.00883,0.00883,60.3,1547983679999,0.53287721,18,15.81,0.13981491,0
90,1547983680000,0.008829,0.008851,0.008817,0.008851,686.31,1547983739999,6.0673235,96,593.58,5.24842864,0
91,1547983740000,0.008849,0.008865,0.008847,0.008856,433.59,1547983799999,3.84055188,76,267.21,2.3665701,0
92,1547983800000,0.008848,0.008867,0.008827,0.008844,1281.96,1547983859999,11.35057449,172,891.3,7.89585004,0
93,1547983860000,0.008843,0.008849,0.008787,0.008791,1533.55,1547983919999,13.50767855,291,652.81,5.74986828,0
94,1547983920000,0.008791,0.008813,0.008773,0.008776,727.5,1547983979999,6.39240251,183,309.78,2.72216949,0
95,1547983980000,0.008782,0.008795,0.008766,0.008782,728.47,1547984039999,6.39607721,110,161.88,1.42208028,0
96,1547984040000,0.008781,0.008814,0.008779,0.008795,571.74,1547984099999,5.02633451,64,445.62,3.91764323,0
97,1547984100000,0.008794,0.008804,0.008783,0.008802,298.69,1547984159999,2.62537223,54,167.34,1.47117123,0
98,1547984160000,0.008804,0.008814,0.008785,0.008793,145.94,1547984219999,1.28444968,41,72.35,0.63662361,0
99,1547984220000,0.008809,0.008816,0.008799,0.008804,338.45,1547984279999,2.98055929,55,96.61,0.85060032,0
100,1547984280000,0.008802,0.008809,0.008794,0.008809,206.68,1547984339999,1.81939579,33,109.84,0.96708606,0
101,1547984340000,0.008819,0.008822,0.00881,0.008815,118.58,1547984399999,1.04523676,18,65.35,0.57593834,0
102,1547984400000,0.00882,0.00882,0.008798,0.008802,175.66,1547984459999,1.54625597,35,134.43,1.18318735,0
103,1547984460000,0.008797,0.0088,0.00878,0.008793,281.93,1547984519999,2.47787115,43,31.25,0.27464573,0
104,1547984520000,0.008794,0.008807,0.00878,0.008798,326.43,1547984579999,2.870273,38,135.29,1.19025027,0
105,1547984580000,0.0088,0.008812,0.008792,0.008792,89.27,1547984639999,0.78576676,24,70.86,0.62368531,0
106,1547984640000,0.008808,0.008808,0.008787,0.008792,37.0,1547984699999,0.32529891,15,13.42,0.1179867,0
107,1547984700000,0.00879,0.00879,0.008763,0.008778,822.01,1547984759999,7.20911974,72,310.32,2.7225414,0
108,1547984760000,0.008778,0.008782,0.008773,0.008782,92.34,1547984819999,0.81054275,14,60.33,0.5296097,0
109,1547984820000,0.008782,0.008793,0.008778,0.008792,168.78,1547984879999,1.48276246,39,97.43,0.85603617,0
110,1547984880000,0.008786,0.008789,0.008774,0.008782,285.02,1547984939999,2.50235509,48,174.37,1.53067327,0
111,1547984940000,0.008774,0.008776,0.008744,0.008757,393.96,1547984999999,3.44967302,103,215.47,1.88722928,0
112,1547985000000,0.008757,0.00877,0.00875,0.008758,365.36,1547985059999,3.20068047,47,216.03,1.8918803,0
113,1547985060000,0.008753,0.00877,0.008753,0.00876,80.71,1547985119999,0.70719234,18,32.94,0.28873437,0
114,1547985120000,0.008765,0.00877,0.008762,0.008769,91.93,1547985179999,0.80579986,22,81.93,0.71817986,0
115,1547985180000,0.008766,0.008779,0.008758,0.008769,206.93,1547985239999,1.81418451,46,108.83,0.9543239,0
116,1547985240000,0.008769,0.008769,0.008758,0.008761,132.02,1547985299999,1.15675295,30,90.98,0.79724722,0
117,1547985300000,0.008757,0.008766,0.008757,0.008763,202.64,1547985359999,1.77550346,38,128.65,1.1271713,0
118,1547985360000,0.008763,0.008766,0.008757,0.008766,77.43,1547985419999,0.67835775,16,72.02,0.63095912,0
119,1547985420000,0.008761,0.008768,0.00875,0.008767,97.21,1547985479999,0.85160084,19,74.44,0.65225941,0
120,1547985480000,0.008767,0.008769,0.008752,0.008756,187.45,1547985539999,1.64188884,21,73.62,0.64479827,0
121,1547985540000,0.008757,0.008758,0.008737,0.008752,365.97,1547985599999,3.20208311,60,225.86,1.9768343,0
122,1547985600000,0.008752,0.008757,0.008731,0.008736,628.53,1547985659999,5.49488186,62,261.36,2.28516518,0
123,1547985660000,0.008743,0.008743,0.008732,0.008734,311.87,1547985719999,2.72436941,46,49.64,0.43362844,0
124,1547985720000,0.008735,0.008754,0.008735,0.008749,248.89,1547985779999,2.17599878,22,243.03,2.12480966,0
125,1547985780000,0.008751,0.008757,0.008743,0.008748,117.17,1547985839999,1.02508958,19,57.68,0.50479484,0
126,1547985840000,0.008748,0.008757,0.008747,0.008748,117.14,1547985899999,1.02551012,14,20.88,0.18276287,0
127,1547985900000,0.008747,0.008753,0.008747,0.00875,88.8,1547985959999,0.77699238,11,49.66,0.43460098,0
128,1547985960000,0.008749,0.008752,0.008742,0.008749,66.28,1547986019999,0.57986506,35,35.85,0.31363188,0
129,1547986020000,0.008749,0.008755,0.00874,0.008741,164.53,1547986079999,1.43931918,25,51.56,0.4509022,0
130,1547986080000,0.008748,0.008764,0.008745,0.008756,95.8,1547986139999,0.83843363,19,74.73,0.6540447,0
131,1547986140000,0.008756,0.008756,0.008736,0.008753,275.06,1547986199999,2.40595236,40,58.07,0.50806217,0
132,1547986200000,0.008748,0.008761,0.008748,0.00875,68.84,1547986259999,0.60254049,20,31.7,0.27752944,0
133,1547986260000,0.00875,0.008753,0.008748,0.008753,43.36,1547986319999,0.37944939,9,25.03,0.21905959,0
134,1547986320000,0.008749,0.008753,0.008747,0.008747,75.56,1547986379999,0.66115003,11,26.03,0.22781381,0
135,1547986380000,0.008749,0.008749,0.008729,0.008729,197.92,1547986439999,1.72889039,46,45.98,0.40179897,0
136,1547986440000,0.00873,0.008744,0.008706,0.008715,1017.52,1547986499999,8.87623885,200,525.97,4.58894732,0
137,1547986500000,0.00873,0.008738,0.008716,0.00873,722.65,1547986559999,6.30695647,112,597.44,5.2151095,0
138,1547986560000,0.00873,0.008768,0.008721,0.008764,877.09,1547986619999,7.66322553,135,726.41,6.34655627,0
139,1547986620000,0.008753,0.008781,0.008639,0.008732,2445.99,1547986679999,21.33413644,432,444.95,3.8900156,0
140,1547986680000,0.008738,0.008763,0.008731,0.008759,355.68,1547986739999,3.11175273,81,212.04,1.85524934,0
141,1547986740000,0.008757,0.008763,0.008742,0.00876,478.11,1547986799999,4.18476138,73,402.44,3.52200842,0
142,1547986800000,0.00876,0.008786,0.00876,0.008782,503.36,1547986859999,4.41702545,96,284.17,2.49322967,0
143,1547986860000,0.008786,0.008795,0.008761,0.008773,326.19,1547986919999,2.86507551,51,212.82,1.86981724,0
144,1547986920000,0.008773,0.008788,0.008773,0.008783,169.35,1547986979999,1.48750118,33,91.69,0.80552963,0
145,1547986980000,0.008778,0.008783,0.008746,0.008759,192.9,1547987039999,1.69139308,27,94.89,0.83182467,0
146,1547987040000,0.008749,0.008769,0.008749,0.008769,210.78,1547987099999,1.84545963,35,175.07,1.53283945,0
147,1547987100000,0.008767,0.008779,0.008757,0.008757,101.03,1547987159999,0.88513249,33,42.93,0.37608501,0
148,1547987160000,0.008761,0.008761,0.008749,0.00875,225.27,1547987219999,1.97289546,37,149.35,1.30836666,0
149,1547987220000,0.008748,0.008752,0.008742,0.008742,164.04,1547987279999,1.43505907,32,129.24,1.1306205,0
150,1547987280000,0.008739,0.008756,0.008732,0.008744,161.48,1547987339999,1.41128066,45,123.75,1.08144948,0
151,1547987340000,0.008743,0.008755,0.008706,0.008755,804.66,1547987399999,7.02454332,107,303.51,2.65319283,0
152,1547987400000,0.008759,0.008769,0.008736,0.00874,109.01,1547987459999,0.95465875,28,62.86,0.55051518,0
153,1547987460000,0.008741,0.008749,0.008737,0.008749,359.29,1547987519999,3.14036199,41,223.22,1.95091467,0
154,1547987520000,0.00875,0.008754,0.008742,0.008746,129.62,1547987579999,1.13387034,29,97.26,0.85076182,0
155,1547987580000,0.00875,0.00878,0.008746,0.008752,113.38,1547987639999,0.99293697,25,76.11,0.66655379,0
156,1547987640000,0.008752,0.008759,0.008752,0.008753,111.87,1547987699999,0.97941995,20,54.65,0.4784927,0
157,1547987700000,0.008757,0.008761,0.00875,0.00875,113.24,1547987759999,0.99160605,21,51.55,0.4514364,0
158,1547987760000,0.008753,0.008765,0.008736,0.008748,107.06,1547987819999,0.93661016,24,42.12,0.36856151,0
159,1547987820000,0.008748,0.008759,0.008742,0.008755,61.35,1547987879999,0.53677112,12,12.43,0.10882007,0
160,1547987880000,0.00875,0.008754,0.008744,0.008748,62.63,1547987939999,0.54803363,11,61.51,0.53824035,0
161,1547987940000,0.008748,0.008752,0.008739,0.008742,67.28,1547987999999,0.58851617,26,52.6,0.46015957,0
162,1547988000000,0.008739,0.008754,0.008738,0.008751,112.76,1547988059999,0.98633345,16,88.6,0.77514049,0
163,1547988060000,0.00875,0.008756,0.008744,0.00875,93.38,1547988119999,0.81722892,17,74.69,0.65368378,0
164,1547988120000,0.008751,0.008752,0.00874,0.00874,139.35,1547988179999,1.21925854,26,121.96,1.06715302,0
165,1547988180000,0.008743,0.008755,0.008743,0.008753,155.88,1547988239999,1.36388174,26,137.58,1.20382021,0
166,1547988240000,0.008753,0.008756,0.008751,0.008751,108.04,1547988299999,0.9456774,20,98.02,0.85798776,0
167,1547988300000,0.008743,0.008756,0.00874,0.008755,76.76,1547988359999,0.67163317,12,48.68,0.42588343,0
168,1547988360000,0.008754,0.00876,0.008744,0.00876,324.12,1547988419999,2.83816784,47,238.77,2.09112337,0
169,1547988420000,0.008763,0.008772,0.008761,0.008772,92.95,1547988479999,0.81475348,21,82.8,0.725818,0
170,1547988480000,0.008773,0.008773,0.00876,0.008761,58.3,1547988539999,0.51107633,39,43.22,0.37891369,0
171,1547988540000,0.008761,0.008764,0.008753,0.008764,49.08,1547988599999,0.42992286,9,19.29,0.16896502,0
172,1547988600000,0.008765,0.008774,0.008763,0.008774,82.28,1547988659999,0.72147607,16,75.3,0.66028143,0
173,1547988660000,0.008775,0.008775,0.008754,0.008772,125.11,1547988719999,1.09754425,26,97.64,0.85658757,0
174,1547988720000,0.008769,0.008769,0.008761,0.008765,236.39,1547988779999,2.07195198,20,208.51,1.8276153,0
175,1547988780000,0.00877,0.008773,0.008762,0.00877,48.96,1547988839999,0.42922638,12,42.05,0.36865189,0
176,1547988840000,0.008762,0.008777,0.008762,0.00877,63.98,1547988899999,0.56116337,26,37.27,0.32694235,0
177,1547988900000,0.008774,0.00878,0.008763,0.008774,401.85,1547988959999,3.52546588,64,381.3,3.34525911,0
